Date,Product,Category,Unit_Price,Quantity,Store,Total_Amount
2023-08-25,Watch,Fragrance,55596,4,Chennai,222384
2023-09-29,Jacket,Accessories,55120,3,Pune,165360
2023-07-08,Mobile,Clothing,20920,1,Bangalore,20920
2023-07-11,Tshirt,Footwear,43027,2,Hyderabad,86054
2023-03-10,Shoes,Electronics,13235,4,Bangalore,52940
2023-10-05,Perfume,Footwear,8368,4,Chennai,33472
2023-12-15,Tshirt,Clothing,51687,3,Pune,155061
2023-09-04,Laptop,Fragrance,7595,4,Delhi,30380
2023-03-17,Bag,Fragrance,41460,3,Pune,124380
2023-06-03,Perfume,Fragrance,11690,3,Chennai,35070
2023-05-24,Tshirt,Electronics,41516,2,Pune,83032
2023-03-27,Laptop,Accessories,20431,2,Kolkata,40862
2023-07-04,Tshirt,Accessories,29518,1,Pune,29518
2023-10-12,Bag,Footwear,10733,2,Mumbai,21466
2023-08-08,Laptop,Electronics,15338,2,Pune,30676
2023-03-10,Watch,Fragrance,52627,3,Pune,157881
2023-02-16,Shoes,Fragrance,28482,2,Bangalore,56964
2023-04-04,Jeans,Clothing,11828,3,Delhi,35484
2023-08-26,Mobile,Clothing,21581,3,Bangalore,64743
2023-07-23,Headphones,Fragrance,54489,2,Bangalore,108978
2023-08-06,Mobile,Fragrance,48811,1,Hyderabad,48811
2023-12-07,Perfume,Electronics,56879,1,Mumbai,56879
2023-02-08,Mobile,Accessories,8905,4,Bangalore,35620
2023-04-10,Laptop,Clothing,35082,4,Kolkata,140328
2023-10-16,Watch,Accessories,1681,2,Chennai,3362
2023-09-11,Jeans,Electronics,1398,1,Kolkata,1398
2023-08-10,Shoes,Fragrance,20110,3,Chennai,60330
2023-12-23,Shoes,Accessories,53107,4,Pune,212428
2023-01-23,Bag,Fragrance,24622,3,Hyderabad,73866
2023-09-07,Headphones,Fragrance,42169,4,Mumbai,168676
2023-01-10,Tshirt,Footwear,33255,2,Kolkata,66510
2023-09-03,Watch,Accessories,45016,1,Mumbai,45016
2023-11-21,Tshirt,Accessories,10507,4,Kolkata,42028
2023-04-10,Jeans,Fragrance,22093,1,Pune,22093
2023-10-17,Mobile,Electronics,2392,3,Chennai,7176
2023-06-29,Shoes,Footwear,28520,2,Delhi,57040
2023-08-11,Jeans,Fragrance,18814,1,Hyderabad,18814
2023-09-07,Mobile,Clothing,38310,2,Kolkata,76620
2023-05-27,Shoes,Clothing,8849,1,Kolkata,8849
2023-04-06,Mobile,Footwear,22331,3,Pune,66993
2023-09-14,Headphones,Electronics,5485,3,Hyderabad,16455
2023-11-21,Watch,Fragrance,15571,2,Chennai,31142
2023-01-04,Perfume,Accessories,6076,3,Chennai,18228
2023-01-16,Jeans,Footwear,12749,4,Kolkata,50996
2023-10-07,Jeans,Electronics,24597,1,Delhi,24597
2023-12-02,Jacket,Accessories,56999,3,Delhi,170997
2023-09-04,Laptop,Clothing,40891,4,Mumbai,163564
2023-09-15,Headphones,Clothing,16017,2,Hyderabad,32034
2023-06-09,Headphones,Accessories,40423,4,Hyderabad,161692
2023-12-06,Tshirt,Footwear,39533,2,Chennai,79066
2023-06-01,Mobile,Clothing,45805,2,Mumbai,91610
2023-06-27,Laptop,Fragrance,50949,1,Pune,50949
2023-06-12,Watch,Accessories,46392,1,Hyderabad,46392
2023-02-02,Watch,Accessories,10650,4,Mumbai,42600
2023-06-28,Headphones,Clothing,30922,1,Mumbai,30922
2023-04-11,Watch,Footwear,35623,1,Kolkata,35623
2023-09-25,Jacket,Fragrance,54861,1,Chennai,54861
2023-11-19,Jeans,Footwear,59986,4,Mumbai,239944
2023-03-06,Bag,Electronics,3251,3,Delhi,9753
2023-06-17,Perfume,Electronics,17922,1,Delhi,17922
2023-11-26,Tshirt,Clothing,58617,1,Bangalore,58617
2023-02-12,Mobile,Clothing,5027,4,Chennai,20108
2023-02-13,Perfume,Clothing,53417,3,Kolkata,160251
2023-10-12,Mobile,Electronics,38754,1,Pune,38754
2023-01-12,Shoes,Footwear,58694,2,Bangalore,117388
2023-04-05,Perfume,Footwear,36769,4,Delhi,147076
2023-10-29,Bag,Clothing,35848,1,Kolkata,35848
2023-09-10,Headphones,Fragrance,24082,1,Bangalore,24082
2023-08-30,Jacket,Footwear,51040,2,Chennai,102080
2023-02-04,Jeans,Electronics,28754,2,Kolkata,57508
2023-08-03,Jeans,Accessories,2668,4,Chennai,10672
2023-12-03,Jacket,Accessories,15892,4,Mumbai,63568
2023-03-31,Laptop,Accessories,22473,2,Hyderabad,44946
2023-09-21,Shoes,Fragrance,33504,4,Mumbai,134016
2023-04-03,Mobile,Clothing,35896,2,Chennai,71792
2023-03-31,Bag,Electronics,34624,1,Kolkata,34624
2023-04-25,Watch,Fragrance,57022,2,Delhi,114044
2023-04-15,Perfume,Electronics,46432,2,Pune,92864
2023-07-15,Shoes,Electronics,24164,3,Delhi,72492
2023-11-10,Perfume,Clothing,58948,2,Kolkata,117896
2023-04-24,Bag,Accessories,48129,2,Mumbai,96258
2023-03-16,Tshirt,Clothing,31050,3,Pune,93150
2023-08-05,Tshirt,Fragrance,10876,4,Kolkata,43504
2023-10-04,Shoes,Fragrance,16866,3,Chennai,50598
2023-09-06,Headphones,Fragrance,7490,1,Delhi,7490
2023-06-13,Bag,Clothing,23371,3,Chennai,70113
2023-12-23,Bag,Electronics,38633,1,Pune,38633
2023-07-11,Jacket,Electronics,56693,4,Pune,226772
2023-08-15,Headphones,Footwear,15669,3,Delhi,47007
2023-06-26,Mobile,Fragrance,24335,3,Chennai,73005
2023-04-09,Mobile,Electronics,55027,4,Bangalore,220108
2023-02-05,Watch,Footwear,1889,1,Chennai,1889
2023-04-06,Jeans,Electronics,59231,3,Pune,177693
2023-06-01,Tshirt,Fragrance,25535,1,Chennai,25535
2023-05-31,Mobile,Accessories,459,3,Kolkata,1377
2023-07-09,Headphones,Fragrance,12445,2,Mumbai,24890
2023-08-12,Bag,Clothing,15673,3,Bangalore,47019
2023-02-06,Mobile,Electronics,32221,4,Hyderabad,128884
2023-09-25,Bag,Electronics,39623,4,Kolkata,158492
2023-07-02,Mobile,Clothing,16537,1,Mumbai,16537
2023-01-13,Tshirt,Clothing,42271,3,Hyderabad,126813
2023-10-06,Perfume,Accessories,8544,1,Delhi,8544
2023-08-05,Mobile,Electronics,15043,1,Hyderabad,15043
2023-12-21,Headphones,Electronics,31866,2,Kolkata,63732
2023-12-27,Mobile,Accessories,46401,2,Chennai,92802
2023-10-13,Jeans,Footwear,46409,4,Kolkata,185636
2023-09-30,Tshirt,Accessories,56298,1,Hyderabad,56298
2023-03-03,Headphones,Fragrance,18991,4,Pune,75964
2023-03-25,Jacket,Electronics,34296,3,Mumbai,102888
2023-08-05,Headphones,Clothing,56678,1,Mumbai,56678
2023-12-08,Jeans,Fragrance,5890,1,Hyderabad,5890
2023-07-06,Perfume,Electronics,56371,3,Mumbai,169113
2023-01-19,Tshirt,Accessories,5885,3,Pune,17655
2023-06-26,Jacket,Fragrance,9527,4,Kolkata,38108
2023-04-10,Jeans,Electronics,28578,4,Mumbai,114312
2023-08-21,Jeans,Footwear,39114,3,Hyderabad,117342
2023-03-17,Shoes,Footwear,12537,4,Bangalore,50148
2023-09-22,Tshirt,Clothing,15949,3,Bangalore,47847
2023-10-11,Headphones,Electronics,38013,1,Delhi,38013
2023-07-25,Bag,Footwear,8227,1,Mumbai,8227
2023-08-11,Perfume,Accessories,45709,2,Kolkata,91418
2023-02-21,Bag,Electronics,49066,1,Hyderabad,49066
2023-12-05,Headphones,Accessories,46454,3,Mumbai,139362
2023-05-24,Headphones,Accessories,7316,4,Chennai,29264
2023-03-10,Tshirt,Footwear,14327,2,Pune,28654
2023-04-09,Headphones,Electronics,48988,4,Mumbai,195952
2023-01-25,Shoes,Fragrance,24442,3,Mumbai,73326
2023-02-22,Jacket,Footwear,46820,1,Bangalore,46820
2023-05-31,Headphones,Footwear,54538,2,Pune,109076
2023-05-24,Bag,Electronics,58908,3,Hyderabad,176724
2023-02-26,Headphones,Electronics,23845,2,Mumbai,47690
2023-02-08,Shoes,Accessories,51336,2,Bangalore,102672
2023-04-19,Mobile,Electronics,32197,1,Delhi,32197
2023-06-30,Mobile,Accessories,51261,3,Pune,153783
2023-02-11,Jeans,Footwear,3467,4,Bangalore,13868
2023-07-05,Perfume,Clothing,45057,2,Bangalore,90114
2023-08-11,Watch,Fragrance,27217,2,Kolkata,54434
2023-05-02,Jacket,Footwear,23036,4,Bangalore,92144
2023-05-13,Laptop,Electronics,28290,3,Kolkata,84870
2023-06-12,Jeans,Fragrance,58461,2,Mumbai,116922
2023-08-03,Perfume,Clothing,14387,2,Mumbai,28774
2023-08-09,Mobile,Clothing,22740,2,Delhi,45480
2023-08-23,Bag,Accessories,35505,3,Chennai,106515
2023-11-27,Laptop,Fragrance,55920,3,Chennai,167760
2023-05-26,Perfume,Accessories,15575,4,Chennai,62300
2023-08-27,Perfume,Footwear,58532,3,Kolkata,175596
2023-03-17,Jeans,Fragrance,55403,3,Pune,166209
2023-01-09,Laptop,Footwear,5576,1,Pune,5576
2023-03-15,Tshirt,Accessories,41927,4,Delhi,167708
2023-09-10,Watch,Fragrance,40886,2,Pune,81772
2023-08-18,Tshirt,Accessories,37796,3,Chennai,113388
2023-01-07,Laptop,Fragrance,19308,2,Chennai,38616
2023-06-23,Tshirt,Accessories,6038,2,Bangalore,12076
2023-05-21,Shoes,Clothing,32702,1,Pune,32702
2023-06-17,Mobile,Accessories,53684,3,Mumbai,161052
2023-06-19,Shoes,Clothing,6093,4,Mumbai,24372
2023-10-10,Headphones,Accessories,37591,3,Bangalore,112773
2023-05-02,Tshirt,Fragrance,5871,2,Bangalore,11742
2023-07-13,Headphones,Fragrance,31631,4,Bangalore,126524
2023-01-05,Bag,Fragrance,16509,3,Mumbai,49527
2023-01-29,Jacket,Electronics,48314,2,Chennai,96628
2023-06-14,Bag,Footwear,25694,2,Bangalore,51388
2023-12-05,Laptop,Fragrance,43448,1,Delhi,43448
2023-05-16,Perfume,Clothing,25982,1,Kolkata,25982
2023-12-31,Mobile,Fragrance,2524,1,Bangalore,2524
2023-11-17,Tshirt,Electronics,41457,2,Kolkata,82914
2023-12-08,Jeans,Clothing,48995,3,Hyderabad,146985
2023-05-25,Jacket,Electronics,55543,1,Bangalore,55543
2023-11-23,Watch,Clothing,44752,3,Mumbai,134256
2023-08-05,Watch,Accessories,43708,1,Pune,43708
2023-10-28,Watch,Footwear,32741,4,Bangalore,130964
2023-05-12,Tshirt,Footwear,41730,4,Pune,166920
2023-10-19,Watch,Electronics,39429,1,Hyderabad,39429
2023-03-11,Shoes,Footwear,35016,2,Delhi,70032
2023-09-09,Jacket,Electronics,45159,1,Pune,45159
2023-10-02,Shoes,Electronics,26886,1,Kolkata,26886
2023-12-30,Perfume,Electronics,45060,2,Chennai,90120
2023-07-01,Jacket,Footwear,23778,4,Bangalore,95112
2023-06-16,Shoes,Electronics,6618,3,Hyderabad,19854
2023-04-01,Jacket,Footwear,28994,1,Hyderabad,28994
2023-07-21,Perfume,Electronics,20480,2,Pune,40960
2023-12-12,Headphones,Fragrance,12480,1,Delhi,12480
2023-01-19,Tshirt,Electronics,33302,2,Mumbai,66604
2023-02-08,Tshirt,Clothing,15672,3,Bangalore,47016
2023-05-06,Watch,Electronics,30096,3,Hyderabad,90288
2023-06-22,Bag,Accessories,58572,4,Delhi,234288
2023-05-21,Watch,Electronics,53059,2,Chennai,106118
2023-08-30,Laptop,Clothing,24727,2,Hyderabad,49454
2023-08-08,Shoes,Clothing,33590,4,Delhi,134360
2023-05-06,Jacket,Footwear,55356,4,Mumbai,221424
2023-02-27,Bag,Fragrance,28399,2,Mumbai,56798
2023-05-28,Perfume,Electronics,45786,4,Hyderabad,183144
2023-11-13,Laptop,Footwear,54340,3,Kolkata,163020
2023-12-27,Perfume,Fragrance,10121,1,Hyderabad,10121
2023-01-01,Tshirt,Electronics,6132,3,Pune,18396
2023-12-14,Tshirt,Accessories,13120,4,Bangalore,52480
2023-07-09,Watch,Electronics,16511,2,Delhi,33022
2023-07-10,Shoes,Clothing,40190,2,Hyderabad,80380
2023-11-08,Bag,Clothing,6142,3,Bangalore,18426
2023-04-27,Mobile,Accessories,1616,2,Pune,3232
2023-05-14,Laptop,Footwear,46268,4,Bangalore,185072
2023-02-27,Laptop,Fragrance,17808,3,Hyderabad,53424
2023-02-13,Watch,Electronics,22305,2,Mumbai,44610
2023-06-22,Tshirt,Clothing,54875,1,Delhi,54875
2023-06-09,Watch,Footwear,15506,1,Delhi,15506
2023-06-22,Jacket,Accessories,19271,4,Mumbai,77084
2023-11-13,Bag,Clothing,25899,2,Kolkata,51798
2023-10-30,Shoes,Accessories,22356,4,Hyderabad,89424
2023-05-29,Headphones,Electronics,1678,3,Delhi,5034
2023-03-21,Jeans,Fragrance,52826,1,Hyderabad,52826
2023-08-01,Jeans,Clothing,1819,3,Pune,5457
2023-07-22,Watch,Clothing,22461,2,Hyderabad,44922
2023-09-09,Jacket,Electronics,41003,4,Bangalore,164012
2023-08-17,Bag,Footwear,39161,4,Mumbai,156644
2023-06-13,Mobile,Fragrance,57870,4,Kolkata,231480
2023-08-15,Jeans,Clothing,5655,3,Hyderabad,16965
2023-05-27,Bag,Fragrance,54420,1,Kolkata,54420
2023-01-20,Shoes,Clothing,9383,3,Kolkata,28149
2023-02-16,Perfume,Fragrance,38642,3,Pune,115926
2023-08-21,Jacket,Accessories,20756,2,Chennai,41512
2023-11-01,Tshirt,Clothing,13624,2,Mumbai,27248
2023-01-14,Bag,Fragrance,2557,2,Kolkata,5114
2023-05-23,Shoes,Footwear,27664,1,Delhi,27664
2023-01-01,Mobile,Accessories,25272,1,Bangalore,25272
2023-02-23,Headphones,Accessories,46479,2,Delhi,92958
2023-09-16,Tshirt,Footwear,26954,2,Pune,53908
2023-05-24,Headphones,Fragrance,15533,1,Pune,15533
2023-01-12,Mobile,Electronics,16187,4,Delhi,64748
2023-11-26,Shoes,Footwear,29620,1,Mumbai,29620
2023-08-12,Jeans,Fragrance,21108,1,Delhi,21108
2023-09-29,Headphones,Footwear,52689,1,Hyderabad,52689
2023-12-24,Tshirt,Footwear,30454,2,Delhi,60908
2023-06-05,Watch,Clothing,53345,4,Bangalore,213380
2023-01-08,Laptop,Fragrance,35073,1,Bangalore,35073
2023-05-02,Bag,Electronics,51468,2,Chennai,102936
2023-12-14,Jeans,Clothing,28047,3,Bangalore,84141
2023-06-13,Headphones,Footwear,11160,3,Delhi,33480
2023-03-31,Perfume,Footwear,43138,1,Bangalore,43138
2023-05-16,Bag,Footwear,42456,3,Mumbai,127368
2023-07-05,Watch,Fragrance,18456,4,Kolkata,73824
2023-11-12,Mobile,Fragrance,57805,3,Bangalore,173415
2023-06-27,Laptop,Clothing,20660,3,Hyderabad,61980
2023-01-28,Shoes,Electronics,18435,4,Mumbai,73740
2023-08-08,Watch,Clothing,25651,1,Chennai,25651
2023-12-23,Watch,Accessories,56882,1,Hyderabad,56882
2023-02-10,Mobile,Footwear,30799,4,Delhi,123196
2023-08-16,Jacket,Footwear,47677,4,Kolkata,190708
2023-07-11,Mobile,Footwear,23854,4,Delhi,95416
2023-05-25,Jacket,Clothing,55921,3,Kolkata,167763
2023-07-20,Jacket,Clothing,49431,4,Kolkata,197724
2023-07-31,Jeans,Footwear,58583,2,Delhi,117166
2023-08-08,Jeans,Clothing,19904,3,Hyderabad,59712
2023-08-28,Tshirt,Fragrance,17223,1,Hyderabad,17223
2023-02-15,Headphones,Fragrance,47891,1,Kolkata,47891
2023-02-04,Headphones,Clothing,50913,1,Hyderabad,50913
2023-09-10,Shoes,Footwear,54636,3,Kolkata,163908
2023-03-23,Headphones,Clothing,8847,2,Kolkata,17694
2023-09-13,Jeans,Clothing,44583,4,Mumbai,178332
2023-07-16,Tshirt,Clothing,33302,4,Pune,133208
2023-10-30,Tshirt,Accessories,14862,1,Mumbai,14862
2023-01-10,Jacket,Fragrance,51000,1,Delhi,51000
2023-11-08,Mobile,Electronics,7780,3,Pune,23340
2023-10-13,Shoes,Electronics,26972,2,Bangalore,53944
2023-08-30,Jacket,Accessories,4513,4,Delhi,18052
2023-09-08,Mobile,Clothing,10593,3,Chennai,31779
2023-12-31,Headphones,Accessories,34741,4,Mumbai,138964
2023-01-05,Jacket,Accessories,56160,1,Hyderabad,56160
2023-04-29,Bag,Footwear,57434,4,Mumbai,229736
2023-10-16,Headphones,Fragrance,2400,2,Hyderabad,4800
2023-03-06,Mobile,Electronics,44917,2,Pune,89834
2023-05-26,Shoes,Clothing,28472,1,Chennai,28472
2023-08-12,Mobile,Electronics,20432,2,Pune,40864
2023-08-27,Jacket,Electronics,52625,2,Chennai,105250
2023-06-26,Jacket,Fragrance,18499,3,Mumbai,55497
2023-09-24,Watch,Electronics,36909,4,Hyderabad,147636
2023-12-07,Shoes,Electronics,43265,1,Pune,43265
2023-10-09,Perfume,Accessories,8316,1,Chennai,8316
2023-03-04,Headphones,Fragrance,40079,1,Kolkata,40079
2023-08-05,Tshirt,Footwear,37561,1,Delhi,37561
2023-12-08,Shoes,Clothing,32181,1,Delhi,32181
2023-11-11,Tshirt,Electronics,17358,2,Pune,34716
2023-10-10,Shoes,Clothing,24772,3,Hyderabad,74316
2023-06-26,Shoes,Footwear,41646,1,Kolkata,41646
2023-04-08,Mobile,Clothing,35226,3,Pune,105678
2023-04-15,Shoes,Footwear,52113,3,Mumbai,156339
2023-04-09,Watch,Accessories,35132,2,Chennai,70264
2023-11-07,Perfume,Electronics,36321,1,Mumbai,36321
2023-01-06,Jacket,Footwear,54431,2,Delhi,108862
2023-07-16,Laptop,Clothing,24387,1,Chennai,24387
2023-12-17,Tshirt,Electronics,13128,2,Pune,26256
2023-05-13,Jacket,Accessories,31428,3,Mumbai,94284
2023-12-24,Laptop,Electronics,58383,1,Bangalore,58383
2023-09-16,Perfume,Footwear,1701,4,Hyderabad,6804
2023-01-23,Perfume,Accessories,19943,3,Kolkata,59829
2023-02-22,Tshirt,Clothing,15493,4,Kolkata,61972
2023-06-14,Tshirt,Accessories,27153,3,Hyderabad,81459
2023-07-21,Perfume,Accessories,45164,2,Bangalore,90328
2023-03-24,Laptop,Fragrance,20607,1,Delhi,20607
2023-05-25,Shoes,Accessories,37282,3,Chennai,111846
2023-03-26,Headphones,Accessories,19911,2,Hyderabad,39822
2023-03-19,Bag,Electronics,44091,1,Bangalore,44091
2023-01-01,Jacket,Clothing,12250,1,Pune,12250
2023-02-20,Mobile,Electronics,11004,3,Kolkata,33012
2023-06-22,Jacket,Electronics,43411,1,Bangalore,43411
2023-07-24,Mobile,Footwear,12167,3,Delhi,36501
2023-09-17,Laptop,Electronics,3045,1,Delhi,3045
2023-10-15,Mobile,Fragrance,55543,4,Mumbai,222172
2023-02-03,Tshirt,Fragrance,4166,2,Hyderabad,8332
2023-12-14,Headphones,Footwear,32545,4,Mumbai,130180
2023-04-05,Headphones,Clothing,45024,3,Kolkata,135072
2023-03-13,Tshirt,Clothing,6118,4,Bangalore,24472
2023-02-08,Watch,Electronics,51674,3,Chennai,155022
2023-06-03,Laptop,Electronics,49161,1,Chennai,49161
2023-09-07,Watch,Electronics,52244,1,Delhi,52244
2023-06-11,Watch,Clothing,59341,3,Chennai,178023
2023-04-28,Jacket,Accessories,30416,4,Chennai,121664
2023-09-16,Perfume,Fragrance,15793,1,Kolkata,15793
2023-11-02,Jacket,Accessories,28338,2,Chennai,56676
2023-09-25,Perfume,Accessories,20747,1,Bangalore,20747
2023-02-23,Bag,Clothing,30731,2,Chennai,61462
2023-08-24,Mobile,Accessories,18208,4,Pune,72832
2023-08-10,Perfume,Footwear,29636,2,Chennai,59272
2023-09-08,Tshirt,Electronics,41292,2,Chennai,82584
2023-11-09,Jacket,Footwear,55650,2,Mumbai,111300
2023-04-22,Laptop,Fragrance,4325,2,Bangalore,8650
2023-09-12,Mobile,Electronics,52018,1,Delhi,52018
2023-10-30,Bag,Accessories,52255,2,Mumbai,104510
2023-07-26,Perfume,Fragrance,20393,1,Hyderabad,20393
2023-08-17,Bag,Electronics,6455,2,Bangalore,12910
2023-12-07,Laptop,Accessories,46907,3,Pune,140721
2023-03-07,Watch,Footwear,33787,4,Bangalore,135148
2023-03-16,Headphones,Electronics,47958,2,Hyderabad,95916
2023-04-13,Laptop,Accessories,55968,3,Hyderabad,167904
2023-07-11,Jeans,Footwear,21263,2,Hyderabad,42526
2023-09-09,Laptop,Fragrance,50424,2,Kolkata,100848
2023-08-14,Bag,Fragrance,53170,2,Delhi,106340
2023-10-21,Tshirt,Fragrance,56847,3,Chennai,170541
2023-11-02,Jacket,Fragrance,53854,4,Bangalore,215416
2023-04-08,Tshirt,Clothing,21236,3,Kolkata,63708
2023-12-04,Bag,Electronics,51659,4,Chennai,206636
2023-10-13,Jacket,Electronics,4726,2,Chennai,9452
2023-12-01,Jeans,Clothing,23603,1,Pune,23603
2023-12-13,Headphones,Accessories,45580,2,Hyderabad,91160
2023-11-04,Mobile,Accessories,27906,4,Delhi,111624
2023-09-06,Bag,Fragrance,48132,3,Pune,144396
2023-06-15,Perfume,Footwear,28451,2,Mumbai,56902
2023-12-01,Bag,Accessories,14067,3,Kolkata,42201
2023-01-30,Bag,Footwear,11608,3,Kolkata,34824
2023-09-04,Jacket,Electronics,44545,3,Delhi,133635
2023-04-16,Shoes,Footwear,58287,2,Chennai,116574
2023-02-20,Laptop,Electronics,45971,3,Kolkata,137913
2023-03-22,Shoes,Clothing,25070,3,Delhi,75210
2023-05-13,Jeans,Clothing,28872,2,Kolkata,57744
2023-10-12,Perfume,Fragrance,41748,3,Kolkata,125244
2023-05-18,Headphones,Accessories,2504,2,Hyderabad,5008
2023-07-03,Watch,Fragrance,27533,4,Mumbai,110132
2023-11-26,Jeans,Electronics,22029,4,Hyderabad,88116
2023-09-30,Watch,Fragrance,31431,4,Mumbai,125724
2023-12-06,Watch,Footwear,52728,3,Kolkata,158184
2023-03-10,Headphones,Electronics,34170,1,Pune,34170
2023-02-03,Tshirt,Clothing,38311,1,Chennai,38311
2023-09-19,Shoes,Accessories,39682,3,Kolkata,119046
2023-02-22,Bag,Electronics,49367,1,Mumbai,49367
2023-07-24,Mobile,Electronics,58885,2,Mumbai,117770
2023-05-06,Watch,Footwear,41775,1,Mumbai,41775
2023-08-23,Perfume,Accessories,46981,3,Kolkata,140943
2023-02-12,Jeans,Clothing,21907,3,Delhi,65721
2023-08-28,Tshirt,Electronics,25268,2,Pune,50536
2023-04-21,Watch,Electronics,33698,4,Delhi,134792
2023-09-06,Tshirt,Footwear,12208,3,Chennai,36624
2023-05-31,Tshirt,Fragrance,26723,2,Kolkata,53446
2023-07-02,Watch,Clothing,43915,1,Mumbai,43915
2023-12-02,Jacket,Accessories,9471,1,Pune,9471
2023-04-05,Laptop,Electronics,13021,2,Pune,26042
2023-01-08,Perfume,Electronics,56135,2,Bangalore,112270
2023-12-26,Bag,Clothing,49729,3,Chennai,149187
2023-07-03,Bag,Fragrance,16916,1,Pune,16916
2023-10-08,Perfume,Electronics,42812,2,Kolkata,85624
2023-07-14,Jacket,Clothing,38758,1,Mumbai,38758
2023-12-18,Bag,Footwear,46469,2,Mumbai,92938
2023-07-14,Tshirt,Fragrance,7959,1,Pune,7959
2023-06-04,Headphones,Accessories,43669,4,Delhi,174676
2023-04-03,Jeans,Electronics,12004,3,Chennai,36012
2023-06-09,Shoes,Clothing,33093,1,Mumbai,33093
2023-03-02,Bag,Footwear,48452,4,Pune,193808
2023-05-02,Perfume,Accessories,46773,1,Mumbai,46773
2023-02-20,Headphones,Clothing,31526,1,Pune,31526
2023-10-04,Watch,Clothing,24152,4,Chennai,96608
2023-01-05,Laptop,Accessories,32382,1,Pune,32382
2023-04-02,Perfume,Footwear,23094,1,Bangalore,23094
2023-06-19,Tshirt,Footwear,41720,3,Pune,125160
2023-11-13,Laptop,Fragrance,53216,4,Pune,212864
2023-01-22,Jeans,Electronics,56051,4,Kolkata,224204
2023-11-22,Jeans,Accessories,13679,2,Chennai,27358
2023-01-01,Jacket,Accessories,54554,1,Kolkata,54554
2023-05-13,Mobile,Accessories,7306,3,Pune,21918
2023-08-21,Jacket,Footwear,52935,1,Chennai,52935
2023-01-12,Headphones,Electronics,51446,1,Bangalore,51446
2023-12-12,Laptop,Fragrance,8982,2,Chennai,17964
2023-02-15,Mobile,Clothing,34140,1,Mumbai,34140
2023-02-03,Watch,Clothing,32730,3,Kolkata,98190
2023-03-19,Tshirt,Accessories,23391,3,Chennai,70173
2023-08-06,Laptop,Electronics,33283,2,Bangalore,66566
2023-10-28,Jacket,Footwear,24289,1,Hyderabad,24289
2023-03-14,Shoes,Electronics,10215,3,Pune,30645
2023-10-09,Mobile,Electronics,42852,1,Chennai,42852
2023-09-06,Mobile,Footwear,19290,1,Pune,19290
2023-02-16,Tshirt,Accessories,25034,1,Delhi,25034
2023-05-01,Bag,Electronics,15124,2,Mumbai,30248
2023-08-02,Jeans,Clothing,54233,1,Kolkata,54233
2023-08-27,Jeans,Footwear,36381,3,Mumbai,109143
2023-02-25,Shoes,Fragrance,11333,1,Delhi,11333
2023-12-16,Headphones,Accessories,43036,3,Delhi,129108
2023-04-17,Headphones,Footwear,16541,1,Kolkata,16541
2023-11-15,Watch,Fragrance,59696,3,Chennai,179088
2023-02-17,Laptop,Fragrance,57215,3,Delhi,171645
2023-03-02,Perfume,Electronics,6239,1,Hyderabad,6239
2023-12-03,Bag,Electronics,47764,1,Pune,47764
2023-01-26,Jacket,Electronics,47862,3,Pune,143586
2023-10-19,Perfume,Footwear,35363,4,Bangalore,141452
2023-09-14,Perfume,Footwear,55137,2,Delhi,110274
2023-01-08,Mobile,Accessories,34764,4,Delhi,139056
2023-04-23,Shoes,Electronics,11485,4,Hyderabad,45940
2023-12-21,Jeans,Fragrance,27345,1,Mumbai,27345
2023-09-10,Watch,Clothing,51398,2,Mumbai,102796
2023-06-29,Headphones,Accessories,45069,4,Pune,180276
2023-07-26,Shoes,Footwear,47418,1,Pune,47418
2023-10-30,Mobile,Accessories,19467,4,Chennai,77868
2023-05-07,Jacket,Accessories,36712,4,Kolkata,146848
2023-02-25,Watch,Accessories,21925,1,Hyderabad,21925
2023-08-02,Mobile,Accessories,39488,1,Kolkata,39488
2023-01-14,Jeans,Clothing,27376,1,Kolkata,27376
2023-01-28,Jeans,Electronics,57009,2,Bangalore,114018
2023-03-19,Jeans,Fragrance,44905,4,Kolkata,179620
2023-08-04,Shoes,Accessories,19329,1,Bangalore,19329
2023-12-31,Shoes,Accessories,23273,3,Kolkata,69819
2023-06-03,Headphones,Accessories,39421,4,Hyderabad,157684
2023-01-14,Headphones,Electronics,31733,3,Bangalore,95199
2023-07-06,Jacket,Footwear,43609,2,Mumbai,87218
2023-11-08,Watch,Footwear,2232,1,Bangalore,2232
2023-01-07,Tshirt,Clothing,44554,3,Bangalore,133662
2023-01-03,Tshirt,Footwear,2057,2,Hyderabad,4114
2023-04-21,Mobile,Accessories,31022,1,Hyderabad,31022
2023-08-26,Jeans,Accessories,38153,3,Bangalore,114459
2023-12-29,Watch,Accessories,38705,3,Delhi,116115
2023-08-27,Perfume,Clothing,1416,2,Hyderabad,2832
2023-10-01,Shoes,Accessories,43827,1,Chennai,43827
2023-10-21,Laptop,Footwear,11991,1,Chennai,11991
2023-08-15,Bag,Electronics,792,3,Mumbai,2376
2023-01-15,Jacket,Electronics,28182,3,Kolkata,84546
2023-07-11,Jeans,Fragrance,9111,3,Bangalore,27333
2023-04-29,Jeans,Footwear,28108,1,Delhi,28108
2023-01-28,Jeans,Accessories,24572,2,Mumbai,49144
2023-07-21,Shoes,Electronics,28699,2,Bangalore,57398
2023-02-08,Shoes,Footwear,6774,1,Hyderabad,6774
